what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mtj.core,1.2.1.v201009031435,"org.eclipse.mtj.core",1406531064181
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1406531064182
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1406531064183
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1406531064183
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1406531064184
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1406531064185
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1406531064199
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1406531064200
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1406531064202
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1406531064203
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1406531064205
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1406531064208
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1406531064210
started,bundle,org.eclipse.sequoyah.device.backward,1.0.0.M20100915-0236,"org.eclipse.sequoyah.device.backward",1406531064211
started,bundle,org.eclipse.sequoyah.device.framework,1.0.0.M20100915-0236,"org.eclipse.sequoyah.device.framework",1406531064212
started,bundle,org.eclipse.sequoyah.device.framework.wizard,1.0.0.M20100915-0236,"org.eclipse.sequoyah.device.framework.wizard",1406531064214
started,bundle,org.eclipse.sequoyah.device.service.vncviewer,1.0.0.M20100915-0236,"org.eclipse.sequoyah.device.service.vncviewer",1406531064215
started,bundle,org.eclipse.sequoyah.localization.android,1.0.0.M20100915-0236,"org.eclipse.sequoyah.localization.android",1406531064216
started,bundle,org.eclipse.sequoyah.localization.tools,1.0.0.M20100915-0236,"org.eclipse.sequoyah.localization.tools",1406531064217
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1406531064218
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1406531064219
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1406531064260
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1406531064262
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1406531064264
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1406531064265
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1406531064265
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1406531064266
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1406531064268
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1406531064269
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1406531064270
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1406531064272
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1406531064273
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1406531064275
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1406531064277
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1406531064306
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1406531064307
os,sysinfo,,,"win32",1406531064312
arch,sysinfo,,,"x86",1406531064312
ws,sysinfo,,,"win32",1406531064312
locale,sysinfo,,,"en_US",1406531064312
processors,sysinfo,,,"2",1406531064312
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1406531064312
java.runtime.version,sysinfo,,,"1.7.0_55-b14",1406531064312
java.specification.name,sysinfo,,,"Java Platform API Specification",1406531064312
java.specification.vendor,sysinfo,,,"Oracle Corporation",1406531064312
java.specification.version,sysinfo,,,"1.7",1406531064312
java.vendor,sysinfo,,,"Oracle Corporation",1406531064312
java.version,sysinfo,,,"1.7.0_55",1406531064312
java.vm.info,sysinfo,,,"mixed mode, sharing",1406531064312
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1406531064312
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1406531064312
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1406531064312
java.vm.specification.version,sysinfo,,,"1.7",1406531064312
java.vm.vendor,sysinfo,,,"Oracle Corporation",1406531064312
java.vm.version,sysinfo,,,"24.55-b03",1406531064312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406531417961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406532375991
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406532382956
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406532395456
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1406532398850
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1406532401329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406532404282
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1406532420737
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406532421244
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1406532421361
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1406532443461
